Customer_names,Brand,Model,Engine_size,Fuel_type,Year_of_manufacture,Mileage,Price,purchase_place
Sneha Kumar,Toyota,Seltos,1.4,Diesel,2017,47563,27617,Indiranagar
Kavya Deshmukh,Toyota,Creta,2,Petrol,2003,144436,4939,Rajajinagar
Ajay Joshi,Hyundai,Baleno,1.8,Diesel,1991,85882,4296,Rajajinagar
Kiran Rao,Toyota,Creta,1.8,Hybrid,2002,118317,7987,Koramangala
Ajay Joshi,Kia,City,1.4,Hybrid,1992,155423,2691,Koramangala
Divya Choudhary,Toyota,Harrier,4,Petrol,2021,17044,88331,Malleswaram
Ajay Gupta,Honda,Thar,4.4,Petrol,2008,64565,43656,Yelahanka
Deepak Bhatia,Maruti,i20,1.4,Diesel,2009,94418,11308,Koramangala
Priya Iyer,Kia,Nexon,1.4,Diesel,2021,9434,42423,Whitefield
Suresh Nair,Tata,Creta,1.4,Hybrid,2008,56888,16200,Basavanagudi
Neha Reddy,Toyota,Thar,1.2,Diesel,2010,59776,11911,HSR Layout
Shalini Krishnan,Mahindra,Swift,2.6,Petrol,1986,179576,3790,Jayanagar
Manoj Sharma,Tata,Baleno,2,Diesel,1991,227571,1569,Indiranagar
Suresh Rao,Kia,Nexon,2,Petrol,2005,111439,9105,Rajajinagar
Divya Nair,Honda,Thar,1,Petrol,1994,217805,838,Koramangala
Deepak Krishnan,Mahindra,Innova,3,Diesel,2005,71831,17195,Jayanagar
Pooja Mishra,Hyundai,Nexon,1.8,Diesel,2005,89324,10662,Basavanagudi
Sneha Nair,Honda,Thar,1.4,Petrol,2001,110065,3985,Whitefield
Meera Krishnan,Tata,Swift,1.6,Diesel,2014,36967,24617,Whitefield
Ananya Sharma,Honda,Seltos,1.8,Hybrid,2003,173674,5451,Malleswaram
Deepak Verma,Maruti,Harrier,1,Hybrid,2014,32486,18233,Hebbal
Ravi Singh,Mahindra,Swift,1.8,Hybrid,2019,22653,46934,Rajajinagar
Manoj Kumar,Toyota,Creta,1.4,Diesel,2009,60458,14135,Yelahanka
Kavya Reddy,Honda,Thar,1.8,Petrol,1990,189668,1956,Koramangala
Sanjay Krishnan,Kia,Seltos,1.4,Petrol,2010,84477,12354,Jayanagar
Rohit Verma,Kia,Innova,1.2,Petrol,2008,113799,6789,Indiranagar
Divya Pillai,Toyota,Innova,1.2,Petrol,1997,224923,1080,Rajajinagar
Ajay Mishra,Kia,Harrier,1.6,Petrol,2004,216816,3165,Basavanagudi
Divya Gupta,Honda,Harrier,2,Petrol,2012,62239,19606,Indiranagar
Meera Singh,Honda,Baleno,1.4,Petrol,2018,13774,22501,Malleswaram
Meera Mehta,Toyota,Seltos,2,Petrol,2004,46599,13293,HSR Layout
Ajay Deshmukh,Hyundai,Innova,1.6,Petrol,2020,16537,32982,HSR Layout
Sneha Pillai,Maruti,Baleno,1.8,Petrol,2004,87248,11236,Whitefield
Arjun Mehta,Maruti,i20,1,Hybrid,2002,103852,6637,Koramangala
Ravi Iyer,Tata,Baleno,1.2,Petrol,2007,113332,6060,Jayanagar
Neha Rao,Kia,Seltos,1.8,Petrol,2018,21987,35377,Yelahanka
Aishwarya Verma,Kia,Innova,1.4,Petrol,1990,263469,500,Malleswaram
Divya Pillai,Kia,City,4,Petrol,1987,312118,1260,Yelahanka
Aishwarya Choudhary,Kia,Creta,3,Petrol,2011,94461,19875,Malleswaram
Suresh Joshi,Hyundai,Innova,1.4,Petrol,2002,107119,4243,Jayanagar
Ananya Mishra,Honda,Creta,1.8,Diesel,2012,72164,19145,Jayanagar
Deepak Joshi,Maruti,Nexon,1.6,Diesel,2001,117527,5973,Yelahanka
Priya Nair,Mahindra,Swift,1.6,Petrol,2018,36298,30730,Hebbal
Pooja Sharma,Kia,City,1,Petrol,2002,207748,1564,Whitefield
Divya Choudhary,Toyota,Thar,2.4,Diesel,1991,202355,2154,Basavanagudi
Kavya Krishnan,Toyota,Nexon,5,Petrol,2001,148964,15609,Basavanagudi
Ajay Nair,Kia,Creta,1.2,Hybrid,2020,21095,31783,Koramangala
Rohit Joshi,Tata,i20,3.5,Petrol,1993,136466,10024,HSR Layout
Suresh Patel,Honda,Swift,2,Hybrid,2013,42102,28536,Basavanagudi
Meera Kumar,Honda,Creta,1.4,Hybrid,2000,218847,2649,Jayanagar
Meera Joshi,Toyota,Baleno,1.8,Hybrid,2016,60438,30607,Yelahanka
Ajay Rao,Honda,Nexon,1.4,Petrol,1992,195926,1221,Hebbal
Meera Nair,Mahindra,i20,3,Petrol,1998,75980,13616,Whitefield
Manoj Iyer,Maruti,Nexon,1.8,Diesel,2010,90078,14009,Rajajinagar
Ravi Menon,Kia,Thar,1.6,Petrol,1992,235631,962,Whitefield
Aishwarya Bhatia,Tata,Thar,1.2,Petrol,2013,95538,9140,Whitefield
Vivek Krishnan,Hyundai,Swift,2.2,Hybrid,1994,148970,4777,Indiranagar
Ananya Kumar,Tata,i20,1.4,Hybrid,2002,88744,6739,Jayanagar
Vivek Iyer,Mahindra,Baleno,2,Diesel,2006,114705,11036,Whitefield
Aishwarya Mehta,Hyundai,Innova,1.2,Diesel,1992,160054,1697,Hebbal
Ananya Pillai,Toyota,Swift,1,Hybrid,1992,271359,810,Basavanagudi
Ajay Kumar,Hyundai,City,1,Hybrid,2006,71115,10917,Indiranagar
Sneha Choudhary,Maruti,Thar,1.4,Hybrid,2013,61966,21882,Hebbal
Ravi Bhatia,Toyota,Thar,1,Hybrid,2008,62500,13205,Koramangala
Ajay Bhatia,Toyota,Nexon,1,Diesel,1989,185710,837,Whitefield
Kavya Menon,Hyundai,Harrier,2,Petrol,2016,24915,22725,Indiranagar
Kiran Singh,Tata,City,1.6,Diesel,2001,83235,7606,Indiranagar
Vivek Dutta,Maruti,Baleno,1.6,Diesel,1992,210822,1575,Basavanagudi
Priya Mehta,Kia,Thar,1.6,Diesel,2000,97126,5464,Indiranagar
Rohit Krishnan,Maruti,Harrier,1.4,Petrol,2012,31924,20694,HSR Layout
Priya Gupta,Honda,Swift,2.4,Diesel,1998,215565,3054,Malleswaram
Sanjay Sharma,Kia,Creta,1,Petrol,2007,95481,5451,Basavanagudi
Rohit Joshi,Honda,City,2,Petrol,1989,93749,3409,HSR Layout
Sanjay Choudhary,Tata,Innova,1,Petrol,2018,23058,20931,Malleswaram
Vivek Pillai,Maruti,Thar,4,Petrol,1996,141609,8431,Koramangala
Ravi Bhatia,Kia,Innova,1.2,Hybrid,2020,18692,32206,Whitefield
Rohit Pillai,Kia,Seltos,1.8,Hybrid,2020,17816,51523,HSR Layout
Divya Verma,Mahindra,Innova,2,Petrol,2018,39231,23899,Hebbal
Aishwarya Mishra,Honda,Harrier,1.6,Petrol,2003,96557,5378,Hebbal
Meera Gupta,Kia,Nexon,1.6,Diesel,1997,174919,2847,HSR Layout
Divya Nair,Mahindra,Thar,1.2,Petrol,2000,123303,3520,Koramangala
Pooja Bhatia,Mahindra,Nexon,1.6,Petrol,2002,137116,4383,Rajajinagar
Aishwarya Menon,Toyota,Swift,2,Petrol,2013,64661,22767,Whitefield
Ajay Sharma,Hyundai,Thar,1.2,Petrol,2006,58940,8735,Jayanagar
Kiran Bhatia,Toyota,Thar,1.2,Hybrid,1994,108331,2741,Hebbal
Kavya Krishnan,Toyota,Harrier,1.8,Diesel,2021,12411,50030,Yelahanka
Shalini Gupta,Tata,i20,3,Petrol,1991,198272,3242,Koramangala
Suresh Patel,Kia,Thar,1.6,Diesel,2011,98201,14070,Indiranagar
Aishwarya Krishnan,Hyundai,Swift,1,Hybrid,1996,113338,4144,Hebbal
Arjun Sharma,Hyundai,Baleno,1.8,Petrol,1994,208826,1851,Malleswaram
Ananya Rao,Kia,Seltos,1.4,Petrol,2018,24301,25870,Basavanagudi
Divya Deshmukh,Toyota,City,1,Petrol,1995,172086,1337,Koramangala
Ajay Dutta,Kia,City,2,Diesel,2014,67278,26372,Indiranagar
Aishwarya Choudhary,Tata,Baleno,1.4,Petrol,1996,230271,1234,Rajajinagar
Neha Rao,Hyundai,Nexon,1.2,Petrol,1990,161386,1148,HSR Layout
Kiran Menon,Mahindra,Nexon,1.8,Diesel,1997,87706,5988,Yelahanka
Pooja Menon,Honda,Swift,1,Petrol,1995,228132,816,Indiranagar
Meera Kumar,Toyota,Harrier,2,Diesel,2009,102493,12744,Hebbal
Ajay Gupta,Hyundai,Harrier,1,Hybrid,1995,191268,2048,Malleswaram
Kiran Gupta,Honda,i20,2.4,Hybrid,2007,116868,15297,Indiranagar
Meera Patel,Toyota,Harrier,1.8,Diesel,2002,156122,4935,Rajajinagar
Ajay Singh,Mahindra,Innova,1.4,Diesel,2018,32526,30575,Hebbal
Manoj Pillai,Toyota,Innova,4.4,Petrol,2021,14906,139738,Rajajinagar
Kavya Pillai,Maruti,Innova,1.4,Diesel,2018,52583,27082,HSR Layout
Priya Mishra,Tata,Swift,2,Hybrid,2010,101010,13220,Basavanagudi
Neha Kumar,Tata,i20,2,Petrol,2016,42427,20518,Indiranagar
Vivek Iyer,Hyundai,City,1.2,Petrol,2010,78670,10001,Rajajinagar
Kiran Choudhary,Maruti,Thar,2,Diesel,2005,136700,7439,Jayanagar
Priya Bhatia,Maruti,Innova,1.2,Petrol,2013,20868,14362,Rajajinagar
Priya Pillai,Mahindra,Baleno,1.4,Petrol,1992,259863,591,HSR Layout
Manoj Rao,Honda,Nexon,1,Petrol,2021,12755,23968,Yelahanka
Sanjay Nair,Hyundai,Thar,1.4,Diesel,2013,49146,19826,Yelahanka
Kiran Krishnan,Hyundai,Seltos,1,Petrol,1986,250889,373,Rajajinagar
Arjun Deshmukh,Kia,Creta,1.4,Diesel,1997,156082,3148,Hebbal
Divya Joshi,Mahindra,Swift,2,Hybrid,1990,82880,5762,HSR Layout
Manoj Kumar,Kia,Seltos,2,Diesel,2001,101438,7887,Basavanagudi
Suresh Deshmukh,Hyundai,Creta,2.4,Diesel,2017,28052,44940,Hebbal
Ananya Joshi,Kia,Creta,1.2,Petrol,2009,48054,9382,Yelahanka
Divya Joshi,Honda,Swift,1.4,Hybrid,2021,13875,38166,Basavanagudi
Deepak Sharma,Honda,Innova,2.4,Petrol,1990,199263,1878,Koramangala
Meera Mishra,Tata,Innova,1.6,Diesel,2022,3615,52780,Malleswaram
Neha Pillai,Mahindra,Innova,3.5,Diesel,1991,141403,5943,Hebbal
Manoj Mishra,Honda,City,1,Petrol,1998,118082,2595,Whitefield
Meera Dutta,Mahindra,Harrier,5,Petrol,2012,45379,68619,Hebbal
Pooja Singh,Toyota,Creta,2.6,Petrol,2018,41906,89189,Indiranagar
Kavya Reddy,Mahindra,Nexon,2,Petrol,1997,65149,5008,Malleswaram
Aishwarya Nair,Honda,Baleno,2.4,Diesel,2003,110813,10193,Malleswaram
Meera Rao,Mahindra,Nexon,1,Petrol,2005,90306,4951,Malleswaram
Pooja Menon,Honda,Innova,1.8,Diesel,2019,21077,39907,Jayanagar
Sanjay Pillai,Tata,Nexon,1.2,Petrol,2014,39223,13816,Rajajinagar
Vivek Nair,Kia,Creta,2,Petrol,2016,41127,35649,Malleswaram
Suresh Joshi,Honda,Baleno,1.8,Petrol,2003,142058,5953,Malleswaram
Shalini Mehta,Toyota,Harrier,4,Petrol,1999,181424,6241,Yelahanka
Ajay Singh,Mahindra,Creta,1.4,Diesel,2014,69045,18646,Jayanagar
Aishwarya Reddy,Tata,Creta,2,Diesel,2001,164125,4810,HSR Layout
Neha Reddy,Hyundai,City,2,Diesel,1989,297070,649,Indiranagar
Kiran Choudhary,Maruti,Baleno,2,Petrol,2017,35038,22919,Basavanagudi
Ravi Rao,Tata,Harrier,1.2,Petrol,2017,38871,19580,Rajajinagar
Vivek Singh,Kia,Seltos,1.2,Petrol,2014,66451,11641,Jayanagar
Rohit Deshmukh,Tata,Creta,1,Hybrid,1994,203728,1718,Hebbal
Vivek Joshi,Maruti,Baleno,1.4,Hybrid,2010,17350,17991,Jayanagar
Arjun Mehta,Tata,Nexon,1,Petrol,2000,198746,1716,Hebbal
Neha Nair,Mahindra,Nexon,1.4,Petrol,1996,228371,1058,Koramangala
Sanjay Nair,Honda,Harrier,1.2,Petrol,2011,64912,9881,HSR Layout
Meera Gupta,Kia,i20,1.4,Diesel,2022,5829,46630,Yelahanka
Suresh Patel,Mahindra,i20,1.6,Diesel,1990,261135,871,Yelahanka
Pooja Iyer,Hyundai,Creta,1.6,Diesel,2017,48111,29424,Whitefield
Sneha Reddy,Mahindra,Harrier,2,Diesel,2018,32620,38588,Whitefield
Pooja Singh,Honda,Creta,1.8,Petrol,1990,195835,1276,Yelahanka
Deepak Reddy,Maruti,i20,1.6,Petrol,1996,200919,2043,Hebbal
Priya Iyer,Maruti,Harrier,1,Petrol,2007,129308,4891,Hebbal
Ravi Gupta,Maruti,Harrier,1.4,Diesel,2010,91373,12241,Jayanagar
Arjun Singh,Hyundai,Innova,1.4,Diesel,2017,25629,30028,Hebbal
Ananya Pillai,Mahindra,Thar,1.8,Petrol,2010,49074,17699,Hebbal
Manoj Krishnan,Honda,Innova,1,Petrol,2002,98375,3825,Indiranagar
Deepak Pillai,Honda,i20,1,Hybrid,2007,64139,12222,Hebbal
Sanjay Patel,Kia,Thar,1.2,Petrol,1992,146831,1802,HSR Layout
Suresh Bhatia,Maruti,Thar,2,Hybrid,1988,221562,1632,Yelahanka
Arjun Krishnan,Toyota,Swift,1.4,Diesel,2006,89269,10055,Basavanagudi
Ajay Kumar,Hyundai,Swift,1.8,Diesel,1995,194112,2365,Whitefield
Sneha Kumar,Hyundai,Seltos,1.8,Diesel,2008,54121,13236,Malleswaram
Arjun Verma,Mahindra,Nexon,1.2,Petrol,2001,121995,3999,Whitefield
Pooja Menon,Hyundai,Seltos,1.8,Diesel,2018,34154,34341,Jayanagar
Sneha Deshmukh,Mahindra,Swift,1,Hybrid,2012,107180,9702,Hebbal
Aishwarya Kumar,Honda,Swift,1.8,Hybrid,2008,57813,14776,Rajajinagar
Meera Kumar,Maruti,City,2.6,Petrol,2018,46244,58309,Koramangala
Arjun Dutta,Hyundai,Nexon,2.4,Hybrid,2015,52047,40995,HSR Layout
Kiran Nair,Maruti,i20,1.8,Petrol,1990,138837,2060,Malleswaram
Arjun Iyer,Toyota,Seltos,2.2,Petrol,1999,146657,5661,HSR Layout
Ajay Verma,Mahindra,Swift,1.8,Diesel,2005,110412,7333,Whitefield
Manoj Sharma,Maruti,Harrier,2,Diesel,1986,150410,1876,Malleswaram
Arjun Singh,Kia,Swift,1.6,Diesel,2012,70622,17262,Malleswaram
Rohit Sharma,Honda,Creta,1.4,Petrol,2004,85093,6584,Indiranagar
Deepak Reddy,Maruti,Innova,1.6,Diesel,2018,27182,28571,HSR Layout
Ravi Mishra,Toyota,Seltos,1.4,Hybrid,2009,97040,13164,Rajajinagar
Shalini Deshmukh,Kia,Innova,3,Petrol,1990,312643,735,Rajajinagar
Divya Mishra,Honda,Harrier,1.8,Hybrid,2010,109374,17124,Yelahanka
Meera Singh,Kia,Harrier,3,Petrol,2003,151232,10769,Hebbal
Divya Gupta,Toyota,Baleno,1.8,Hybrid,2006,76688,14105,Whitefield
Shalini Rao,Hyundai,Seltos,1.8,Hybrid,1999,142327,6364,Indiranagar
Sneha Verma,Honda,City,1,Petrol,1997,289767,763,Basavanagudi
Meera Dutta,Toyota,Harrier,1.6,Diesel,2012,71000,17219,Whitefield
Shalini Gupta,Tata,City,4,Petrol,2011,70689,48818,Indiranagar
Ananya Dutta,Toyota,Innova,2,Petrol,2003,117631,8861,Koramangala
Ajay Mishra,Maruti,Creta,1.6,Petrol,2008,135710,5572,HSR Layout
Ravi Joshi,Kia,Innova,4,Petrol,2006,121589,19230,Jayanagar
Divya Pillai,Honda,i20,1.6,Diesel,2016,59768,25573,Indiranagar
Deepak Patel,Tata,Swift,1.2,Petrol,1996,237028,882,Jayanagar
Neha Sharma,Hyundai,i20,2.4,Petrol,1997,178906,3952,Yelahanka
Sneha Iyer,Hyundai,Nexon,2,Petrol,2005,149172,5431,Rajajinagar
Sneha Menon,Toyota,i20,4.4,Petrol,2012,73225,53805,HSR Layout
Kavya Iyer,Tata,Creta,1.8,Hybrid,2016,39460,28218,Jayanagar
Neha Reddy,Hyundai,i20,1.4,Petrol,1996,126532,2840,Hebbal
Kiran Patel,Hyundai,Innova,1.2,Petrol,2007,88547,6440,Malleswaram
Sneha Mishra,Mahindra,Seltos,3,Petrol,1985,217042,1284,HSR Layout
Pooja Deshmukh,Hyundai,i20,1,Petrol,1990,81846,1984,Koramangala
Kiran Iyer,Honda,i20,1.4,Diesel,2004,138331,5800,Koramangala
Sanjay Patel,Kia,City,2,Diesel,1993,191288,2237,Rajajinagar
Rohit Dutta,Mahindra,Harrier,4,Petrol,1992,304499,1892,Jayanagar
Sanjay Gupta,Maruti,Harrier,1,Petrol,2002,135753,2876,Yelahanka
Arjun Singh,Tata,Harrier,1.4,Diesel,2000,85740,6540,Basavanagudi
Neha Singh,Tata,Swift,1.2,Petrol,1990,264224,471,Whitefield
Neha Kumar,Tata,Thar,1.4,Hybrid,2014,27073,28931,Yelahanka
Vivek Bhatia,Toyota,i20,4,Petrol,2016,17571,63111,Koramangala
Kavya Patel,Kia,Thar,1.4,Diesel,1996,125109,3172,Yelahanka
Suresh Krishnan,Honda,Innova,1.2,Petrol,2000,94104,3782,Rajajinagar
Deepak Pillai,Kia,Harrier,1.4,Petrol,2022,4211,37613,Hebbal
Aishwarya Gupta,Kia,i20,2.4,Diesel,2008,48268,21872,Hebbal
Rohit Patel,Kia,Innova,1.8,Petrol,2015,56976,19741,Hebbal
Suresh Pillai,Maruti,i20,1,Hybrid,2015,65643,15868,Jayanagar
Priya Iyer,Toyota,City,1.8,Hybrid,2008,114927,12227,Whitefield
Ajay Dutta,Hyundai,Swift,2,Petrol,2017,23165,29111,Hebbal
Kiran Sharma,Kia,i20,2,Petrol,2016,24777,32131,Whitefield
Rohit Iyer,Hyundai,Creta,1.8,Diesel,2017,21844,36407,Rajajinagar
Sneha Reddy,Honda,i20,2.4,Petrol,1995,110391,6015,Hebbal
Deepak Iyer,Tata,i20,1.2,Petrol,2014,81478,10792,Basavanagudi
Neha Patel,Toyota,Nexon,1,Petrol,1987,217573,527,Basavanagudi
Shalini Nair,Kia,Thar,2.2,Hybrid,2005,173655,8096,Rajajinagar
Divya Krishnan,Maruti,City,1.8,Hybrid,2015,44387,30229,Basavanagudi
Ravi Dutta,Toyota,Nexon,2,Diesel,2020,25173,43549,Malleswaram
Shalini Menon,Kia,Baleno,1.4,Hybrid,1993,221460,1623,Malleswaram
Divya Rao,Maruti,City,1.8,Diesel,2009,53950,17653,Indiranagar
Ravi Dutta,Maruti,Baleno,1.8,Hybrid,2009,91690,12552,Basavanagudi
Priya Rao,Mahindra,Seltos,1.4,Diesel,2009,104648,8815,Malleswaram
Manoj Deshmukh,Hyundai,Swift,1.4,Petrol,2002,119029,5623,Hebbal
Ananya Kumar,Hyundai,Swift,1.8,Diesel,2002,154402,5005,Hebbal
Sneha Kumar,Hyundai,Seltos,2,Petrol,2005,53128,14384,Yelahanka
Sneha Verma,Toyota,Swift,1.4,Diesel,2014,60836,20791,Whitefield
Kavya Sharma,Maruti,Creta,1,Petrol,1998,186024,2102,HSR Layout
Ravi Joshi,Maruti,Harrier,1,Petrol,2009,29746,9552,Koramangala
Ravi Gupta,Maruti,City,1.6,Petrol,2012,62974,14659,Malleswaram
Arjun Dutta,Tata,Innova,2.4,Petrol,1993,76983,6692,Koramangala
Suresh Mishra,Kia,i20,1,Petrol,2005,149152,4572,Rajajinagar
Rohit Patel,Toyota,Thar,4,Petrol,1988,259952,2206,Koramangala
Ajay Bhatia,Tata,Nexon,1.6,Diesel,2016,29530,29105,Whitefield
Vivek Nair,Honda,Innova,1.2,Petrol,1994,193896,1165,Basavanagudi
Deepak Mishra,Hyundai,Thar,1.8,Petrol,2004,102699,8238,Hebbal
Sneha Krishnan,Maruti,Thar,1.2,Diesel,2019,14290,28399,Malleswaram
Ravi Bhatia,Toyota,Baleno,1.8,Hybrid,2008,95863,16554,Rajajinagar
Kavya Mehta,Hyundai,Seltos,1,Petrol,2018,23362,26167,Basavanagudi
Kiran Deshmukh,Mahindra,Seltos,1,Diesel,2007,58880,7351,Rajajinagar
Pooja Deshmukh,Honda,City,1.4,Petrol,2007,103952,6223,Malleswaram
Sanjay Choudhary,Mahindra,Seltos,1.4,Hybrid,2005,169013,4396,Hebbal
Pooja Deshmukh,Maruti,i20,1.2,Petrol,1994,197580,1273,Malleswaram
Priya Iyer,Hyundai,Thar,2.4,Hybrid,2007,90226,18619,Hebbal
Sneha Bhatia,Hyundai,Innova,1,Petrol,1993,143731,1480,Koramangala
Sneha Pillai,Toyota,Swift,1.4,Petrol,2003,71557,5991,Indiranagar
Ajay Sharma,Honda,Thar,2.4,Petrol,2007,78501,16842,Malleswaram
Deepak Bhatia,Maruti,Creta,4,Petrol,2013,52350,49894,Whitefield
Arjun Reddy,Toyota,Nexon,1.2,Petrol,2018,33609,22710,Koramangala
Shalini Nair,Mahindra,Baleno,2,Petrol,1993,131277,4476,Hebbal
Pooja Mehta,Kia,Harrier,3,Petrol,2005,83620,15106,Hebbal
Divya Singh,Kia,Thar,1.4,Diesel,2014,70320,15672,Koramangala
Rohit Krishnan,Toyota,Swift,1.2,Petrol,2014,66204,11660,Hebbal
Ajay Sharma,Mahindra,Swift,1.6,Diesel,2005,136087,7064,Jayanagar
Aishwarya Kumar,Maruti,i20,1.2,Petrol,2005,132550,4808,Malleswaram
Priya Iyer,Kia,i20,1,Petrol,2019,32363,26574,Rajajinagar
Rohit Patel,Honda,Swift,2,Diesel,1996,189215,2782,Basavanagudi
Shalini Sharma,Toyota,Thar,1.8,Petrol,1993,161020,2099,Koramangala
Ajay Krishnan,Hyundai,Seltos,1.6,Diesel,1997,144187,3883,Koramangala
Arjun Deshmukh,Toyota,Thar,1.6,Diesel,2010,76488,14654,Indiranagar
Ajay Bhatia,Toyota,Baleno,1.2,Diesel,2005,135928,4915,Koramangala
Shalini Rao,Mahindra,Seltos,2,Hybrid,2001,82273,9784,Hebbal
Sanjay Deshmukh,Hyundai,Seltos,1.2,Petrol,2014,90295,9884,Jayanagar
Kiran Verma,Mahindra,Innova,1.4,Hybrid,2016,46171,29532,Basavanagudi
Pooja Mishra,Kia,Nexon,1,Hybrid,2000,208419,1891,HSR Layout
Divya Nair,Tata,City,2,Petrol,2008,119031,7097,HSR Layout
Suresh Choudhary,Kia,Harrier,1.6,Diesel,2001,169980,4095,Hebbal
Suresh Gupta,Tata,Harrier,1.8,Diesel,1986,327098,378,HSR Layout
Neha Gupta,Toyota,Nexon,4,Diesel,1992,171904,5278,Malleswaram
Ajay Menon,Tata,Thar,1.6,Diesel,2002,150403,4876,Hebbal
Neha Krishnan,Honda,Nexon,2,Diesel,2013,75845,19915,Whitefield
Meera Menon,Mahindra,Innova,1.4,Diesel,2003,58891,9659,Whitefield
Sanjay Pillai,Honda,Creta,1,Petrol,1999,200199,1369,Basavanagudi
Sanjay Joshi,Tata,Thar,2,Diesel,1987,162456,1832,Hebbal
Ananya Krishnan,Toyota,Creta,2,Petrol,2013,61269,24440,HSR Layout
Ajay Reddy,Maruti,Harrier,1.4,Diesel,1998,111260,5022,Jayanagar
Priya Singh,Hyundai,Seltos,1,Petrol,2006,113674,5161,Basavanagudi
Sneha Deshmukh,Honda,Nexon,1.2,Petrol,2011,118746,6729,Jayanagar
Deepak Nair,Tata,Thar,1.2,Petrol,1999,194080,1832,Basavanagudi
Neha Bhatia,Maruti,Creta,1.2,Petrol,1992,168311,1238,Whitefield
Ravi Reddy,Toyota,Baleno,3.5,Petrol,2009,112286,35139,Whitefield
Shalini Rao,Maruti,i20,2,Diesel,1995,221979,1859,Koramangala
Ravi Iyer,Tata,Seltos,1.6,Diesel,1992,98237,2679,Yelahanka
Neha Deshmukh,Mahindra,i20,1,Petrol,2004,112843,4545,Yelahanka
Manoj Iyer,Maruti,Nexon,1.4,Petrol,2012,91011,13479,Koramangala
Arjun Menon,Mahindra,Swift,1.2,Petrol,1992,266726,625,Rajajinagar
Pooja Sharma,Maruti,Creta,2,Diesel,2012,69995,20476,Koramangala
Ravi Joshi,Hyundai,Baleno,2.2,Petrol,1999,184297,3734,Jayanagar
Sneha Mehta,Kia,i20,1,Petrol,1988,227634,595,Rajajinagar
Divya Iyer,Hyundai,Creta,1.2,Petrol,2005,116821,5432,Whitefield
Kiran Joshi,Toyota,Creta,2,Diesel,2016,43095,30315,Indiranagar
Kavya Reddy,Mahindra,Harrier,2,Petrol,2020,8200,50644,Whitefield
Manoj Gupta,Tata,Innova,1.4,Petrol,1994,111617,3490,HSR Layout
Vivek Pillai,Honda,Baleno,1.4,Hybrid,1992,252440,1143,Basavanagudi
Sanjay Rao,Toyota,Innova,2.4,Petrol,2018,21969,47342,HSR Layout
Shalini Mishra,Maruti,City,2.4,Petrol,2022,5164,64393,Koramangala
Priya Choudhary,Hyundai,i20,1.4,Petrol,1989,115918,2398,Hebbal
Ananya Iyer,Honda,i20,1.6,Diesel,2014,57825,21450,Rajajinagar
Deepak Iyer,Toyota,Baleno,3,Diesel,2013,15450,41267,HSR Layout
Kavya Rao,Hyundai,Creta,1.8,Diesel,2002,140102,5940,Jayanagar
Sneha Reddy,Mahindra,Harrier,1.6,Diesel,2003,176520,3551,HSR Layout
Sanjay Gupta,Toyota,Thar,1.2,Diesel,2016,59582,17791,HSR Layout
Kavya Bhatia,Kia,Innova,1.2,Diesel,2009,62621,8981,Hebbal
Divya Pillai,Honda,Swift,2,Diesel,2015,32398,31634,Yelahanka
Deepak Kumar,Hyundai,i20,1.8,Hybrid,2003,116581,8258,Hebbal
Ananya Patel,Maruti,Nexon,1.2,Petrol,2006,117826,4731,Hebbal
Priya Nair,Maruti,Seltos,1.4,Petrol,1990,269905,471,Yelahanka
Ravi Verma,Kia,Innova,1.2,Petrol,2005,93201,5453,Hebbal
Divya Pillai,Tata,Seltos,1.4,Hybrid,1996,198810,2425,Yelahanka
Suresh Deshmukh,Honda,Seltos,1.2,Petrol,2013,60025,13151,Hebbal
Meera Deshmukh,Tata,Creta,2,Petrol,2005,121084,10785,Malleswaram
Suresh Joshi,Honda,Thar,4.4,Petrol,2002,172470,12869,Malleswaram
Meera Bhatia,Honda,i20,2.6,Petrol,2013,78209,50558,Malleswaram
Meera Iyer,Tata,Harrier,2.4,Petrol,2008,119947,14558,Indiranagar
Vivek Singh,Toyota,Swift,1.8,Hybrid,2019,23802,46634,Koramangala
Shalini Kumar,Toyota,Innova,1.6,Hybrid,1986,174222,1332,Jayanagar
Kavya Pillai,Honda,i20,1.8,Petrol,2013,76038,18136,Rajajinagar
Deepak Patel,Mahindra,Nexon,2,Diesel,2011,71521,17947,Hebbal
Pooja Menon,Honda,i20,2,Hybrid,2021,16943,68560,Hebbal
Sanjay Iyer,Kia,Innova,5,Petrol,2010,67560,52136,HSR Layout
Rohit Pillai,Tata,City,1.8,Hybrid,1991,136219,3335,Koramangala
Ananya Dutta,Hyundai,Seltos,1.4,Hybrid,2011,81011,12963,Basavanagudi
Ananya Deshmukh,Mahindra,i20,1.2,Petrol,1997,144256,2108,Yelahanka
Pooja Iyer,Kia,Swift,1.2,Petrol,2012,39719,14683,Rajajinagar
Divya Sharma,Mahindra,i20,1,Petrol,2014,57433,11269,Whitefield
Manoj Patel,Tata,Thar,1.8,Hybrid,2018,42240,46062,Basavanagudi
Suresh Bhatia,Mahindra,Swift,2,Diesel,1994,112244,4564,Indiranagar
Manoj Sharma,Toyota,i20,1.8,Hybrid,2001,166177,5975,Malleswaram
Kavya Patel,Mahindra,Seltos,1.4,Petrol,1997,89631,3998,Whitefield
Aishwarya Deshmukh,Honda,Innova,1.6,Hybrid,2017,27270,36349,HSR Layout
